address,appraisal,appraisal_old,assessment_new,assessment_old,appraisal_year1,assessment_year1,appraisal_year2,assessment_year2
1730 STATE ST #U415,116300,58800,81410,41160,73175,51222.5,87550,61284.99999999999
2950 STATE ST #U5,290700,202600,203490,141820,224625,157237.5,246650,172655
2390 STATE ST #U5A,230200,129400,161140,90580,154600,108220,179800,125859.99999999999
2390 STATE ST #U5B,229100,128000,160370,89600,153275,107292.5,178550,124984.99999999999
2390 STATE ST #U5C,231200,129400,161840,90580,154850,108395,180300,126209.99999999999
2390 STATE ST #U5D,230200,129400,161140,90580,154600,108220,179800,125859.99999999999
2390 STATE ST #U5E,230200,129400,161140,90580,154600,108220,179800,125859.99999999999
2950 STATE ST #U6,321200,230000,224840,161000,252800,176960,275600,192920
2390 STATE ST #U6A,230200,129400,161140,90580,154600,108220,179800,125859.99999999999
2390 STATE ST #U6B,230200,129400,161140,90580,154600,108220,179800,125859.99999999999
2390 STATE ST #U6C,230100,129300,161070,90510,154500,108150,179700,125789.99999999999
2390 STATE ST #U6D,231200,129900,161840,90930,155225,108657.5,180550,126384.99999999999
2390 STATE ST #U6E,230100,129300,161070,90510,154500,108150,179700,125789.99999999999
2390 STATE ST #U6F,230200,129400,161140,90580,154600,108220,179800,125859.99999999999
2390 STATE ST #U6G,230200,129400,161140,90580,154600,108220,179800,125859.99999999999
2950 STATE ST #U7,288000,202900,201600,142030,224175,156922.5,245450,171815
2390 STATE ST #U7A,215400,122800,150780,85960,145950,102165,169100,118369.99999999999
2390 STATE ST #U7B,204000,113600,142800,79520,136200,95340,158800,111160
2390 STATE ST #U7C,202300,111800,141610,78260,134425,94097.5,157050,109935
2390 STATE ST #U7D,199100,108700,139370,76090,131300,91910,153900,107730
2390 STATE ST #U7E,202300,111800,141610,78260,134425,94097.5,157050,109935
2390 STATE ST #U7F,202300,111800,141610,78260,134425,94097.5,157050,109935
2390 STATE ST #U7G,212200,131300,148540,91910,151525,106067.5,171750,120224.99999999999
2390 STATE ST #U7H,202300,111800,141610,78260,134425,94097.5,157050,109935
2390 STATE ST #U7I,202300,111800,141610,78260,134425,94097.5,157050,109935
2390 STATE ST #U7J,238300,140400,166810,98280,164875,115412.49999999999,189350,132545
2390 STATE ST #U7K,202300,111800,141610,78260,134425,94097.5,157050,109935
2390 STATE ST #U7L,204000,113600,142800,79520,136200,95340,158800,111160
2950 STATE ST #U8,322200,249200,225540,174440,267450,187215,285700,199990
2950 STATE ST #U9,298600,208200,209020,145740,230800,161560,253400,177380
2390 STATE ST #UL1E,306900,176500,214830,123549.99999999999,209100,146370,241700,169190
2390 STATE ST #UL29C,305000,174300,213500,122009.99999999999,206975,144882.5,239650,167755
2390 STATE ST #UL2E,332200,190500,232539.99999999997,133350,225925,158147.5,261350,182945
2390 STATE ST #UL3E,296800,157500,207760,110250,192325,134627.5,227150,159005
2390 STATE ST #UL4E,302700,170300,211890,119209.99999999999,203400,142380,236500,165550
2390 STATE ST #UL5E,317400,165200,222180,115639.99999999999,203250,142275,241300,168910
2390 STATE ST #UL6D,271200,156400,189840,109480,185100,129569.99999999999,213800,149660
2390 STATE ST #UL7F,279700,151300,195790,105910,183400,128379.99999999999,215500,150850
2390 STATE ST #UL8C,306100,169500,214270,118649.99999999999,203650,142555,237800,166460
2468 STATE ST ADJ,38000,35300,26600,24710,35975,25182.5,36650,25655
1656 STATE ST REAR,NA,4224900,NA,2957430,NA,NA,NA,NA
2145 STATE ST REAR,NA,783400,NA,548380,NA,NA,NA,NA
2301 STATE ST REAR,193100,177500,135170,124249.99999999999,181400,126979.99999999999,185300,129709.99999999999
359 STERLING PL,320200,211000,224140,147700,238300,166810,265600,185920
360 STERLING PL,407800,260400,285460,182280,297250,208075,334100,233869.99999999997
375 STERLING PL,406900,258200,284830,180740,295375,206762.5,332550,232784.99999999997
376 STERLING PL,375000,250500,262500,175350,281625,197137.5,312750,218925
385 STERLING PL,379700,241100,265790,168770,275750,193025,310400,217280
386 STERLING PL,583900,410100,408730,287070,453550,317485,497000,347900
399 STERLING PL,387800,255500,271460,178850,288575,202002.5,321650,225155
400 STERLING PL,508400,356800,355880,249759.99999999997,394700,276290,432600,302820
409 STERLING PL,323100,203500,226170,142450,233400,163380,263300,184310
419 STERLING PL,314400,211500,220080,148050,237225,166057.5,262950,184065
420 STERLING PL,119700,87600,83790,61319.99999999999,95625,66937.5,103650,72555
425 STERLING PL,335200,220600,234639.99999999997,154420,249250,174475,277900,194530
20 STEVENS ST,84200,78300,58939.99999999999,54810,79775,55842.5,81250,56875
26 STEVENS ST,393200,257300,275240,180110,291275,203892.5,325250,227675
32 STEVENS ST,493100,290500,345170,203350,341150,238804.99999999997,391800,274260
37 STEVENS ST,382200,229400,267540,160580,267600,187320,305800,214060
38 STEVENS ST,309400,202800,216580,141960,229450,160615,256100,179270
43 STEVENS ST,263500,185700,184450,129989.99999999999,205150,143605,224600,157220
50 STEVENS ST,234700,160900,164290,112630,179350,125544.99999999999,197800,138460
0 STILL HILL RD,90600,64200,63419.99999999999,44940,70800,49560,77400,54180
9 STILL HILL RD,364900,254700,255429.99999999997,178290,282250,197575,309800,216860
21 STILL HILL RD,347000,268300,242899.99999999997,187810,287975,201582.5,307650,215355
33 STILL HILL RD,425100,301400,297570,210980,332325,232627.49999999997,363250,254274.99999999997
34 STILL HILL RD,674700,422700,472289.99999999994,295890,485700,339990,548700,384090
45 STILL HILL RD,352100,243500,246469.99999999997,170450,270650,189455,297800,208460
54 STILL HILL RD,424000,292400,296800,204680,325300,227710,358200,250739.99999999997
55 STILL HILL RD,372100,240000,260469.99999999997,168000,273025,191117.5,306050,214235
77 STILL HILL RD,383300,251000,268310,175700,284075,198852.5,317150,222005
78 STILL HILL RD,360100,247200,252069.99999999997,173040,275425,192797.5,303650,212555
85 STILL HILL RD,349500,221500,244649.99999999997,155050,253500,177450,285500,199850
86 STILL HILL RD,315800,217800,221060,152460,242300,169610,266800,186760
100 STILL HILL RD,373400,257900,261379.99999999997,180530,286775,200742.5,315650,220955
101 STILL HILL RD,407000,261800,284900,183260,298100,208670,334400,234079.99999999997
112 STILL HILL RD,344300,231500,241009.99999999997,162050,259700,181790,287900,201530
115 STILL HILL RD,409200,269900,286440,188930,304725,213307.5,339550,237684.99999999997
124 STILL HILL RD,342900,237100,240029.99999999997,165970,263550,184485,290000,203000
135 STILL HILL RD,366800,252300,256759.99999999997,176610,280925,196647.5,309550,216685
136 STILL HILL RD,331000,216400,231699.99999999997,151480,245050,171535,273700,191590
140 STILL HILL RD,427900,351300,299530,245909.99999999997,370450,259314.99999999997,389600,272720
150 STILL HILL RD,447000,348800,312900,244159.99999999997,373350,261344.99999999997,397900,278530
160 STILL HILL RD,435300,340000,304710,237999.99999999997,363825,254677.49999999997,387650,271355
170 STILL HILL RD,449400,355500,314580,248849.99999999997,378975,265282.5,402450,281715
180 STILL HILL RD,453200,362600,317240,253819.99999999997,385250,269675,407900,285530
190 STILL HILL RD,447900,344700,313530,241289.99999999997,370500,259349.99999999997,396300,277410
200 STILL HILL RD,438500,347900,306950,243529.99999999997,370550,259384.99999999997,393200,275240
210 STILL HILL RD,447600,365600,313320,255919.99999999997,386100,270270,406600,284620
216 STILL HILL RD,53700,50000,37590,35000,50925,35647.5,51850,36295
220 STILL HILL RD,535700,404300,374990,283010,437150,306005,470000,329000
239 STILL HILL RD,255900,167300,179130,117109.99999999999,189450,132615,211600,148120
247 STILL HILL RD,379400,261500,265580,183050,290975,203682.5,320450,224315
255 STILL HILL RD,502000,286200,351400,200340,340150,238104.99999999997,394100,275870
277 STILL HILL RD,405900,257700,284130,180390,294750,206325,331800,232259.99999999997
280 STILL HILL RD,311600,205700,218120,143990,232175,162522.5,258650,181055
283 STILL HILL RD,308900,195800,216230,137060,224075,156852.5,252350,176645
296 STILL HILL RD,363500,251200,254449.99999999997,175840,279275,195492.5,307350,215145
316 STILL HILL RD,417700,284200,292390,198940,317575,222302.5,350950,245664.99999999997
328 STILL HILL RD,416900,302400,291830,211680,331025,231717.49999999997,359650,251754.99999999997
338 STILL HILL RD,364600,278700,255219.99999999997,195090,300175,210122.5,321650,225155
339 STILL HILL RD,453800,324900,317660,227430,357125,249987.49999999997,389350,272545
348 STILL HILL RD,367500,249200,257249.99999999997,174440,278775,195142.5,308350,215845
356 STILL HILL RD,375000,264600,262500,185220,292200,204540,319800,223860
360 STILL HILL RD,463300,322200,324310,225540,357475,250232.49999999997,392750,274925
365 STILL HILL RD,366500,238400,256549.99999999997,166880,270425,189297.5,302450,211715
380 STILL HILL RD,363200,243200,254239.99999999997,170240,273200,191240,303200,212240
386 STILL HILL RD,409000,318300,286300,222810,340975,238682.49999999997,363650,254554.99999999997
390 STILL HILL RD,298200,195400,208740,136780,221100,154770,246800,172760
395 STILL HILL RD,708000,336500,495599.99999999994,235549.99999999997,429375,300562.5,522250,365575
400 STILL HILL RD,316700,221100,221690,154770,245000,171500,268900,188230
420 STILL HILL RD,432300,316600,302610,221620,345525,241867.49999999997,374450,262114.99999999997
508 STILL HILL RD,372800,263900,260959.99999999997,184730,291125,203787.5,318350,222845
520 STILL HILL RD,316200,217000,221340,151900,241800,169260,266600,186620
525 STILL HILL RD,386300,282700,270410,197890,308600,216020,334500,234149.99999999997
545 STILL HILL RD,341000,246200,238699.99999999997,172340,269900,188930,293600,205520
560 STILL HILL RD,410700,286900,287490,200830,317850,222495,348800,244159.99999999997
565 STILL HILL RD,517600,362500,362320,253749.99999999997,401275,280892.5,440050,308035
572 STILL HILL RD,330600,207200,231419.99999999997,145040,238050,166635,268900,188230
575 STILL HILL RD,371100,258300,259769.99999999997,180810,286500,200550,314700,220290
580 STILL HILL RD,328900,225100,230229.99999999997,157570,251050,175735,277000,193900
594 STILL HILL RD,307100,217500,214970,152250,239900,167930,262300,183610
605 STILL HILL RD,367700,260500,257389.99999999997,182350,287300,201110,314100,219870
620 STILL HILL RD,393300,291900,275310,204330,317250,222075,342600,239819.99999999997
625 STILL HILL RD,396200,272400,277340,190680,303350,212345,334300,234009.99999999997
629 STILL HILL RD,355000,268800,248499.99999999997,188160,290350,203245,311900,218330
635 STILL HILL RD,338300,244400,236809.99999999997,171080,267875,187512.5,291350,203945
640 STILL HILL RD,384900,290300,269430,203210,313950,219765,337600,236319.99999999997
655 STILL HILL RD,301700,198900,211190,139230,224600,157220,250300,175210
658 STILL HILL RD,512100,428400,358470,299880,449325,314527.5,470250,329175
668 STILL HILL RD,392800,263800,274960,184660,296050,207235,328300,229809.99999999997
669 STILL HILL RD,371800,245900,260259.99999999997,172130,277375,194162.5,308850,216195
675 STILL HILL RD,10500,9500,7349.999999999999,6650,9750,6825,10000,7000
680 STILL HILL RD,311800,213100,218260,149170,237775,166442.5,262450,183715
700 STILL HILL RD,272600,197000,190820,137900,215900,151130,234800,164360
709 STILL HILL RD,352800,184200,246959.99999999997,128939.99999999999,226350,158445,268500,187950
714 STILL HILL RD,441700,346100,309190,242269.99999999997,370000,258999.99999999997,393900,275730
719 STILL HILL RD,313400,205500,219380,143850,232475,162732.5,259450,181615
730 STILL HILL RD,565200,439600,395640,307720,471000,329700,502400,351680
731 STILL HILL RD,322100,219200,225470,153440,244925,171447.5,270650,189455
740 STILL HILL RD,488100,371800,341670,260259.99999999997,400875,280612.5,429950,300965
741 STILL HILL RD,353100,239900,247169.99999999997,167930,268200,187740,296500,207550
760 STILL HILL RD,331500,378500,232049.99999999997,264950,366750,256724.99999999997,355000,248499.99999999997
769 STILL HILL RD,390600,224300,273420,157010,265875,186112.5,307450,215215
774 STILL HILL RD,380700,255600,266490,178920,286875,200812.5,318150,222705
783 STILL HILL RD,557200,432200,390040,302540,463450,324415,494700,346290
790 STILL HILL RD,370200,270700,259139.99999999997,189490,295575,206902.5,320450,224315
795 STILL HILL RD,356600,248300,249619.99999999997,173810,275375,192762.5,302450,211715
804 STILL HILL RD,394400,264800,276080,185360,297200,208040,329600,230719.99999999997
815 STILL HILL RD,379500,265200,265650,185640,293775,205642.5,322350,225645
816 STILL HILL RD,344200,247300,240939.99999999997,173110,271525,190067.5,295750,207025
827 STILL HILL RD,425100,299900,297570,209930,331200,231839.99999999997,362500,253749.99999999997
828 STILL HILL RD,380500,269000,266350,188300,296875,207812.5,324750,227325
839 STILL HILL RD,402800,270700,281960,189490,303725,212607.5,336750,235724.99999999997
840 STILL HILL RD,415200,284600,290640,199220,317250,222075,349900,244929.99999999997
859 STILL HILL RD,443000,290800,310100,203560,328850,230194.99999999997,366900,256829.99999999997
873 STILL HILL RD,342800,229300,239959.99999999997,160510,257675,180372.5,286050,200235
874 STILL HILL RD,87400,74000,61179.99999999999,51800,77350,54145,80700,56490
880 STILL HILL RD,349100,181400,244369.99999999997,126979.99999999999,223325,156327.5,265250,185675
885 STILL HILL RD,384400,280400,269080,196280,306400,214480,332400,232679.99999999997
903 STILL HILL RD,333700,231100,233589.99999999997,161770,256750,179725,282400,197680
913 STILL HILL RD,364100,250700,254869.99999999997,175490,279050,195335,307400,215180
920 STILL HILL RD,363300,257300,254309.99999999997,180110,283800,198660,310300,217210
925 STILL HILL RD,361600,248300,253119.99999999997,173810,276625,193637.5,304950,213465
940 STILL HILL RD,361400,267600,252979.99999999997,187320,291050,203735,314500,220150
960 STILL HILL RD,375500,283600,262850,198520,306575,214602.5,329550,230684.99999999997
975 STILL HILL RD,498900,371500,349230,260049.99999999997,403350,282345,435200,304640
995 STILL HILL RD,467000,350700,326900,245489.99999999997,379775,265842.5,408850,286195
1021 STILL HILL RD,303500,208100,212450,145670,231950,162365,255800,179060
1031 STILL HILL RD,280400,196400,196280,137480,217400,152180,238400,166880
1040 STILL HILL RD,422500,336700,295750,235689.99999999997,358150,250704.99999999997,379600,265720
1041 STILL HILL RD,341700,231100,239189.99999999997,161770,258750,181125,286400,200480
1051 STILL HILL RD,285100,230700,199570,161490,244300,171010,257900,180530
1060 STILL HILL RD,429000,321000,300300,224700,348000,243599.99999999997,375000,262500
1061 STILL HILL RD,319500,229300,223650,160510,251850,176295,274400,192080
1071 STILL HILL RD,286900,204100,200830,142870,224800,157360,245500,171850
1076 STILL HILL RD,246500,170400,172550,119279.99999999999,189425,132597.5,208450,145915
1081 STILL HILL RD,275800,187000,193060,130899.99999999999,209200,146440,231400,161980
1091 STILL HILL RD,271400,184000,189980,128799.99999999999,205850,144095,227700,159390
1100 STILL HILL RD,341400,264500,238979.99999999997,185150,283725,198607.5,302950,212065
1101 STILL HILL RD,276600,187700,193620,131390,209925,146947.5,232150,162505
1111 STILL HILL RD,278500,187200,194950,131039.99999999999,210025,147017.5,232850,162995
1125 STILL HILL RD,330700,216500,231489.99999999997,151550,245050,171535,273600,191520
1130 STILL HILL RD,304000,201000,212800,140700,226750,158725,252500,176750
680 STILL HILL RD REAR,6200,7700,4340,5390,7325,5127.5,6950,4865
760 STILL HILL RD REAR A,8000,880500,5600,616350,662375,463662.49999999994,444250,310975
760 STILL HILL RD REAR B,8300,10400,5810,7279.999999999999,9875,6912.5,9350,6545
760 STILL HILL RD REAR C,60100,60600,42070,42420,60475,42332.5,60350,42245
760 STILL HILL RD REAR D,73900,15200,51730,10640,29875,20912.5,44550,31184.999999999996
760 STILL HILL RD REAR E,175100,10000,122569.99999999999,7000,51275,35892.5,92550,64784.99999999999
760 STILL HILL RD REAR F,NA,7600,NA,5320,NA,NA,NA,NA
1051 STILL HILL RD REAR,159600,52400,111720,36680,79200,55440,106000,74200
30 STILLWOOD RD,347800,228500,243459.99999999997,159950,258325,180827.5,288150,201705
40 STILLWOOD RD,367200,235700,257039.99999999997,164990,268575,188002.5,301450,211015
45 STILLWOOD RD,362600,231200,253819.99999999997,161840,264050,184835,296900,207830
60 STILLWOOD RD,459600,316200,321720,221340,352050,246434.99999999997,387900,271530
0 STILLWOOD RD REAR,11100,12200,7769.999999999999,8540,11925,8347.5,11650,8154.999999999999
0 STONEWALL DR,10200,8100,7140,5670,8625,6037.5,9150,6405
31 STONEWALL DR,370900,279200,259629.99999999997,195440,302125,211487.5,325050,227535
47 STONEWALL DR,408600,362600,286020,253819.99999999997,374100,261869.99999999997,385600,269920
56 STONEWALL DR,400100,324800,280070,227360,343625,240537.49999999997,362450,253714.99999999997
71 STONEWALL DR,387000,289700,270900,202790,314025,219817.5,338350,236844.99999999997
76 STONEWALL DR,473200,355900,331240,249129.99999999997,385225,269657.5,414550,290185
91 STONEWALL DR,410200,319900,287140,223930,342475,239732.49999999997,365050,255534.99999999997
